city,date,year,month,day,high_temp,avg_temp,low_temp,high_dewpt,avg_dewpt,low_dewpt,high_humidity,avg_humidity,low_humidity,high_hg,avg_hg,low_hg,high_vis,avg_vis,low_vis,high_wind,avg_wind,low_wind,precip,events
Auckland,20/07/2016,2016,7,20,57,54,51,52,49,43,94,78,63,29.95,29.78,29.62,6,6,3,31,24,43,0,Rain
Auckland,21/07/2016,2016,7,21,57,54,50,52,48,45,88,79,67,30.12,30.03,29.95,6,6,6,24,16,NA,0,Rain
Auckland,22/07/2016,2016,7,22,59,54,48,55,49,45,100,85,63,30.12,30.05,29.86,6,6,3,16,5,NA,0,Rain
Auckland,23/07/2016,2016,7,23,62,60,57,59,57,55,100,92,82,29.86,29.67,29.53,6,6,3,23,16,30,0,Rain
Auckland,24/07/2016,2016,7,24,64,60,55,61,52,46,94,75,63,29.68,29.53,29.42,6,6,3,34,21,47,0,"Rain , Hail"
Auckland,25/07/2016,2016,7,25,59,52,46,50,47,45,100,77,63,29.89,29.83,29.68,6,6,3,26,19,41,0,Rain
Auckland,26/07/2016,2016,7,26,60,54,48,55,51,46,100,90,77,29.98,29.83,29.71,6,6,3,22,9,NA,0,Rain
Auckland,27/07/2016,2016,7,27,60,53,46,55,50,45,100,90,77,30.04,30.02,29.98,6,6,3,16,7,NA,0,Rain
Auckland,28/07/2016,2016,7,28,60,56,51,55,52,43,100,86,59,29.98,29.75,29.59,6,6,2,37,11,48,0,Rain
Auckland,29/07/2016,2016,7,29,59,55,51,52,47,45,88,73,63,29.83,29.7,29.62,6,6,5,38,26,50,0,Rain
Auckland,30/07/2016,2016,7,30,60,56,51,55,49,43,94,78,67,29.86,29.78,29.65,6,6,4,28,14,39,0,Rain
Auckland,31/07/2016,2016,7,31,55,50,46,48,45,39,94,77,62,29.86,29.8,29.74,6,6,2,30,20,44,0,Rain
Auckland,1/08/2016,2016,8,1,59,54,48,50,48,45,94,86,67,29.89,29.74,29.56,6,6,4,24,10,NA,0,Rain
Auckland,2/08/2016,2016,8,2,57,52,48,52,49,45,94,83,72,29.89,29.72,29.56,6,6,5,21,13,NA,0,Rain
Auckland,3/08/2016,2016,8,3,60,56,51,57,53,48,100,89,77,29.89,29.79,29.71,6,6,4,23,10,33,0,Rain
Auckland,4/08/2016,2016,8,4,57,54,50,55,52,50,100,92,82,29.74,29.66,29.56,6,6,4,10,7,NA,0,Rain
Auckland,5/08/2016,2016,8,5,57,52,48,52,47,41,100,84,67,29.56,29.49,29.47,6,6,4,26,9,31,0,Rain
Auckland,6/08/2016,2016,8,6,50,47,44,46,43,37,100,86,71,29.59,29.5,29.44,6,6,3,23,13,NA,0,Rain
Auckland,7/08/2016,2016,8,7,51,48,46,39,38,34,76,68,62,29.83,29.73,29.62,6,6,6,21,17,NA,0,Rain
Auckland,8/08/2016,2016,8,8,51,44,37,39,36,28,93,72,43,29.98,29.88,29.8,6,6,6,12,6,NA,0,Rain
Auckland,9/08/2016,2016,8,9,55,47,39,45,39,34,87,75,62,30.12,30.06,29.98,6,6,6,17,9,NA,0,Rain
Auckland,10/08/2016,2016,8,10,53,50,46,46,42,39,82,75,71,30.15,30.11,30.09,6,6,6,22,13,NA,0,Rain
Auckland,11/08/2016,2016,8,11,59,54,48,50,46,41,94,79,67,30.18,30.15,30.12,6,6,6,18,12,NA,0,NA
Auckland,12/08/2016,2016,8,12,60,51,42,52,49,43,100,87,72,30.18,30.12,30.06,6,6,6,15,6,NA,0,NA
Auckland,13/08/2016,2016,8,13,59,54,48,54,51,45,100,87,72,30.09,30.04,29.98,6,6,4,13,9,NA,0,Rain
Auckland,14/08/2016,2016,8,14,59,50,41,48,44,39,100,79,59,30.15,30.09,30.06,6,6,6,13,5,NA,0,NA
Auckland,15/08/2016,2016,8,15,57,52,46,45,43,39,87,69,54,30.09,30.06,30.04,6,6,6,8,3,NA,0,NA
Auckland,16/08/2016,2016,8,16,60,50,41,50,46,41,100,85,59,30.27,30.18,30.09,6,6,2,10,5,NA,0,Fog
Auckland,17/08/2016,2016,8,17,59,50,42,48,45,41,100,85,51,30.27,30.23,30.18,6,6,1,13,4,NA,0,Fog
Auckland,18/08/2016,2016,8,18,59,50,42,50,45,43,100,84,55,30.33,30.25,30.21,6,5,0,12,4,NA,0,Fog
Auckland,19/08/2016,2016,8,19,57,50,42,46,42,39,93,75,51,30.39,30.34,30.3,6,6,6,8,4,NA,0,NA
Auckland,20/08/2016,2016,8,20,60,53,46,48,45,43,100,77,52,30.36,30.32,30.3,6,6,6,10,4,NA,0,NA
Auckland,21/08/2016,2016,8,21,60,51,42,48,45,41,100,81,55,30.33,30.28,30.24,6,6,6,15,5,NA,0,NA
Auckland,22/08/2016,2016,8,22,60,52,44,52,47,45,100,82,55,30.24,30.15,30.09,6,6,6,14,6,21,0,Rain
Auckland,23/08/2016,2016,8,23,60,54,48,52,50,48,100,86,67,30.15,30.1,30.09,6,6,6,15,8,NA,0,NA
Auckland,24/08/2016,2016,8,24,57,52,46,57,51,46,100,96,88,30.12,30.01,29.86,6,6,3,21,6,NA,0,Rain
Auckland,25/08/2016,2016,8,25,60,58,55,61,57,55,100,97,88,29.89,29.76,29.5,6,5,3,20,10,25,0,Rain
Auckland,26/08/2016,2016,8,26,64,60,55,59,56,50,94,82,68,29.68,29.53,29.47,6,6,4,34,22,50,0,Rain
Auckland,27/08/2016,2016,8,27,60,56,51,50,47,43,88,72,59,30.09,29.94,29.71,6,6,4,31,24,43,0,Rain
Auckland,28/08/2016,2016,8,28,60,54,48,52,48,46,94,81,63,30.12,30.08,30.01,6,6,6,13,8,NA,0,NA
Auckland,29/08/2016,2016,8,29,57,52,48,52,48,46,94,85,72,30.01,29.83,29.74,6,6,6,24,11,NA,0,Rain
Auckland,30/08/2016,2016,8,30,60,56,53,54,51,50,94,84,72,30.18,30,29.86,6,6,4,18,12,NA,0,Rain
Auckland,31/08/2016,2016,8,31,60,54,48,52,49,46,94,81,68,30.36,30.29,30.21,6,6,6,12,7,NA,0,NA
Auckland,1/09/2016,2016,9,1,59,52,46,52,49,45,100,88,72,30.33,30.27,30.21,6,6,5,15,5,NA,0,Rain
Auckland,2/09/2016,2016,9,2,64,57,50,57,52,48,100,85,59,30.21,30.13,30.06,6,6,4,18,7,NA,0,Rain
Auckland,3/09/2016,2016,9,3,60,58,55,57,55,54,100,90,77,30.15,30.11,30.06,6,6,3,22,13,NA,0,Rain
Auckland,4/09/2016,2016,9,4,66,62,57,59,57,55,100,90,68,30.15,30.05,29.92,6,6,3,13,7,NA,0,Rain
Auckland,5/09/2016,2016,9,5,60,58,55,55,51,46,88,77,63,29.98,29.91,29.89,6,6,4,28,16,NA,0,Rain
Auckland,6/09/2016,2016,9,6,60,56,53,52,49,46,94,76,63,30.21,30.1,29.98,6,6,6,22,17,29,0,Rain
Auckland,7/09/2016,2016,9,7,60,56,51,52,47,41,100,73,62,30.21,30.07,29.92,6,6,6,31,14,44,0,Rain
Auckland,8/09/2016,2016,9,8,51,46,42,45,40,36,100,75,58,30.04,29.93,29.83,6,6,4,29,22,53,0,Rain
Auckland,9/09/2016,2016,9,9,53,48,44,41,36,32,76,61,44,30.15,30.1,30.04,6,6,6,20,16,NA,0,NA
Auckland,10/09/2016,2016,9,10,57,50,44,45,42,39,87,72,59,30.15,30.1,30.06,6,6,6,17,11,NA,0,NA
Auckland,11/09/2016,2016,9,11,60,50,39,46,42,37,93,74,48,30.24,30.19,30.15,6,6,6,13,5,NA,0,NA
Auckland,12/09/2016,2016,9,12,59,50,41,50,45,41,100,83,63,30.3,30.28,30.24,6,6,6,13,4,NA,0,NA
Auckland,13/09/2016,2016,9,13,62,53,44,48,46,43,100,76,55,30.33,30.3,30.27,6,6,6,17,5,NA,0,NA
Auckland,14/09/2016,2016,9,14,64,57,50,55,52,48,100,84,63,30.3,30.26,30.21,6,6,6,15,5,NA,0,Rain
Auckland,15/09/2016,2016,9,15,57,56,55,57,55,52,100,94,82,30.27,30.23,30.21,6,6,5,10,7,NA,0,Rain
Auckland,16/09/2016,2016,9,16,68,62,57,59,57,55,100,88,64,30.27,30.21,30.12,6,6,6,13,7,21,0,Rain
Auckland,17/09/2016,2016,9,17,60,58,57,59,57,52,100,91,77,30.09,29.87,29.68,6,6,4,26,14,38,0,Rain
Auckland,18/09/2016,2016,9,18,62,58,55,57,55,52,100,90,82,29.83,29.69,29.56,6,6,3,31,18,31,0,Rain
Auckland,19/09/2016,2016,9,19,60,56,51,54,51,48,94,84,67,29.98,29.93,29.83,6,6,6,18,12,NA,0,Rain
Auckland,20/09/2016,2016,9,20,60,55,50,54,50,48,100,85,67,29.98,29.89,29.8,6,6,1,15,5,NA,0,Rain
Auckland,21/09/2016,2016,9,21,60,56,53,55,52,50,100,86,77,29.86,29.78,29.71,6,6,1,22,11,NA,0,Rain
Auckland,22/09/2016,2016,9,22,62,56,51,59,54,50,100,89,77,29.89,29.85,29.83,6,6,3,13,9,NA,0,Rain
Auckland,23/09/2016,2016,9,23,66,62,57,57,57,55,100,90,73,29.92,29.89,29.86,6,6,6,16,6,28,0,Rain
Auckland,24/09/2016,2016,9,24,62,58,55,57,56,54,100,90,77,29.89,29.81,29.71,6,6,3,21,10,26,0,Rain
Auckland,25/09/2016,2016,9,25,60,58,55,59,57,52,100,97,88,29.71,29.61,29.56,6,5,2,14,10,NA,0,Rain
Auckland,26/09/2016,2016,9,26,64,60,55,55,53,50,94,81,68,29.68,29.64,29.62,6,6,6,16,8,NA,0,Rain
Auckland,27/09/2016,2016,9,27,64,60,55,59,55,52,100,87,73,29.65,29.6,29.56,6,6,3,15,10,NA,0,Rain
Auckland,28/09/2016,2016,9,28,60,56,53,57,55,54,100,93,77,29.62,29.61,29.56,6,6,0,10,4,NA,0,"Rain , Thunderstorm"
Auckland,29/09/2016,2016,9,29,66,60,53,57,55,54,100,86,64,29.83,29.68,29.62,6,6,5,13,5,NA,0,Rain
Auckland,30/09/2016,2016,9,30,66,60,55,59,56,54,100,90,73,30.06,29.95,29.83,6,6,3,15,8,NA,0,Rain
Auckland,1/10/2016,2016,10,1,66,60,55,59,56,54,100,87,68,30.09,30.03,29.95,6,6,6,18,9,NA,0,Rain
Auckland,2/10/2016,2016,10,2,64,60,55,59,58,55,100,92,73,29.98,29.84,29.74,6,6,4,25,12,NA,0,Rain
Auckland,3/10/2016,2016,10,3,64,58,51,57,54,52,100,88,72,29.77,29.73,29.68,6,5,0,20,7,NA,0,"Fog , Rain"
Auckland,4/10/2016,2016,10,4,64,60,55,57,54,52,94,83,68,29.77,29.71,29.62,6,6,4,15,10,20,0,Rain
Auckland,5/10/2016,2016,10,5,64,60,55,57,54,52,100,82,68,29.71,29.61,29.5,6,6,3,28,13,NA,0,Rain
Auckland,6/10/2016,2016,10,6,60,56,53,55,52,46,94,81,59,29.65,29.54,29.47,6,6,4,29,13,39,0,Rain
Auckland,7/10/2016,2016,10,7,60,55,50,54,49,45,100,77,63,29.8,29.55,29.47,6,6,3,31,21,43,0,Rain
Auckland,8/10/2016,2016,10,8,62,58,55,54,50,45,88,73,63,29.95,29.89,29.8,6,6,6,23,16,NA,0,Rain
Auckland,9/10/2016,2016,10,9,64,58,53,57,53,46,88,82,67,29.92,29.83,29.77,6,6,6,17,11,NA,0,Rain
Auckland,10/10/2016,2016,10,10,59,56,53,54,50,46,94,83,77,30.04,29.97,29.89,6,6,6,16,9,NA,0,Rain
Auckland,11/10/2016,2016,10,11,69,61,53,61,56,52,100,87,68,30.01,29.91,29.8,6,6,4,16,7,NA,0,Rain
Auckland,12/10/2016,2016,10,12,66,62,57,59,56,48,100,84,60,29.8,29.72,29.65,6,6,4,21,12,26,0,Rain
Auckland,13/10/2016,2016,10,13,62,58,53,50,47,45,82,68,52,29.92,29.86,29.8,6,6,6,15,11,NA,0,Rain
Auckland,14/10/2016,2016,10,14,66,57,48,55,49,46,94,79,56,29.89,29.77,29.71,6,6,3,17,8,NA,0,Rain
Auckland,15/10/2016,2016,10,15,60,54,48,52,48,45,94,78,63,29.86,29.73,29.68,6,6,5,26,11,33,0,Rain
Auckland,16/10/2016,2016,10,16,62,58,55,54,50,46,82,75,63,30.06,29.97,29.86,6,6,6,25,16,32,0,Rain
Auckland,17/10/2016,2016,10,17,64,60,57,55,52,50,82,77,68,30.18,30.12,30.09,6,6,6,22,17,NA,0,NA
Auckland,18/10/2016,2016,10,18,64,58,53,55,51,46,94,76,59,30.18,30.11,30.06,6,6,6,17,10,NA,0,NA
Auckland,19/10/2016,2016,10,19,69,60,50,61,56,48,100,83,68,30.09,30.05,30.04,6,6,6,17,8,NA,0,NA
Auckland,20/10/2016,2016,10,20,69,63,57,59,57,54,94,83,64,30.04,30.01,29.95,6,6,4,17,9,NA,0,Rain
Auckland,21/10/2016,2016,10,21,62,56,51,55,50,45,94,75,55,30.06,30.03,30.01,6,6,6,21,12,NA,0,Rain
Auckland,22/10/2016,2016,10,22,62,58,53,52,49,48,88,75,63,30.04,30.02,29.98,6,6,6,28,13,NA,0,Rain
Auckland,23/10/2016,2016,10,23,64,58,51,50,48,45,88,72,52,30.06,30.03,29.98,6,6,6,17,10,NA,0,NA
Auckland,24/10/2016,2016,10,24,66,58,51,57,53,48,94,81,63,30.06,30,29.95,6,6,6,16,6,NA,0,Rain
Auckland,25/10/2016,2016,10,25,66,60,55,59,57,52,100,89,64,29.95,29.88,29.83,6,6,4,21,12,NA,0,Rain
Auckland,26/10/2016,2016,10,26,66,60,55,57,54,54,94,83,68,29.98,29.89,29.83,6,6,4,24,13,NA,0,Rain
Auckland,27/10/2016,2016,10,27,64,60,55,55,53,50,94,78,59,30.06,30.02,29.98,6,6,6,17,12,NA,0,Rain
Auckland,28/10/2016,2016,10,28,66,60,53,59,53,50,94,76,59,30.04,29.97,29.92,6,6,6,17,9,NA,0,Rain
Auckland,29/10/2016,2016,10,29,62,58,55,57,48,41,100,68,52,30.06,29.99,29.89,6,6,1,21,16,NA,0,Rain
Auckland,30/10/2016,2016,10,30,60,56,51,46,44,37,82,63,52,30.15,30.09,30.04,6,6,6,20,15,NA,0,NA
Auckland,31/10/2016,2016,10,31,62,54,46,46,44,39,87,71,48,30.15,30.12,30.09,6,6,1,15,5,NA,0,"Rain , Thunderstorm"
Auckland,1/11/2016,2016,11,1,68,56,44,52,46,39,100,69,35,30.09,29.97,29.89,6,6,6,14,6,NA,0,NA
Auckland,2/11/2016,2016,11,2,64,60,55,55,52,45,88,74,59,29.89,29.82,29.77,6,6,5,22,13,NA,0,Rain
Auckland,3/11/2016,2016,11,3,64,60,55,52,48,45,77,67,52,29.83,29.77,29.71,6,6,6,21,13,NA,0,Rain
Auckland,4/11/2016,2016,11,4,62,56,51,52,48,46,94,71,55,29.8,29.74,29.71,6,6,6,25,18,NA,0,Rain
Auckland,5/11/2016,2016,11,5,66,60,53,55,53,48,100,80,64,29.83,29.8,29.77,6,6,3,23,11,NA,0,Rain
Auckland,6/11/2016,2016,11,6,75,67,59,59,56,50,100,76,41,29.83,29.77,29.74,6,6,3,18,10,25,0,Rain
Auckland,7/11/2016,2016,11,7,64,58,53,59,56,52,100,87,64,29.74,29.57,29.47,6,6,3,24,13,37,0,Rain
Auckland,8/11/2016,2016,11,8,64,58,53,55,53,52,100,79,68,29.98,29.81,29.62,6,6,1,33,28,44,0,Rain
Auckland,9/11/2016,2016,11,9,66,62,59,59,56,52,88,81,73,30.06,30.01,29.98,6,6,6,22,16,NA,0,NA
Auckland,10/11/2016,2016,11,10,69,64,59,57,56,54,88,76,64,30.01,29.95,29.89,6,6,6,20,10,NA,0,NA
Auckland,11/11/2016,2016,11,11,69,64,59,61,58,57,94,82,68,29.89,29.75,29.56,6,6,6,20,10,NA,0,Rain
Auckland,12/11/2016,2016,11,12,64,60,57,61,55,50,100,83,68,29.62,29.53,29.44,6,6,3,30,17,43,0,Rain
Auckland,13/11/2016,2016,11,13,64,60,53,48,46,41,82,61,49,29.92,29.79,29.62,6,6,6,25,18,NA,0,Rain
Auckland,14/11/2016,2016,11,14,68,59,50,59,54,48,94,80,64,29.95,29.9,29.86,6,6,6,18,9,NA,0,NA
Auckland,15/11/2016,2016,11,15,66,64,62,66,62,59,100,94,88,29.86,29.69,29.59,6,6,2,20,15,NA,0,Rain
Auckland,16/11/2016,2016,11,16,66,62,59,61,54,46,100,77,49,29.59,29.55,29.44,6,6,4,25,11,30,0,Rain
Auckland,17/11/2016,2016,11,17,62,56,51,55,51,48,100,82,63,29.47,29.36,29.3,6,6,3,29,14,37,0,Rain
Auckland,18/11/2016,2016,11,18,64,58,51,52,48,43,94,70,59,29.86,29.7,29.47,6,6,6,22,11,NA,0,Rain
Auckland,19/11/2016,2016,11,19,64,62,59,61,56,50,94,83,72,29.86,29.83,29.8,6,6,3,23,19,NA,0,Rain
Auckland,20/11/2016,2016,11,20,64,62,59,54,51,48,82,68,59,30.18,30,29.86,6,6,6,25,21,31,0,NA
Auckland,21/11/2016,2016,11,21,64,60,57,54,51,48,77,71,64,30.27,30.21,30.15,6,6,6,21,16,NA,0,Rain
Auckland,22/11/2016,2016,11,22,66,62,57,57,54,52,88,77,68,30.3,30.24,30.21,6,6,6,17,13,NA,0,NA
Auckland,23/11/2016,2016,11,23,66,62,57,57,55,54,94,78,68,30.24,30.17,30.09,6,6,6,14,10,NA,0,NA
Auckland,24/11/2016,2016,11,24,73,65,57,59,55,52,88,76,57,30.12,30.01,29.92,6,6,6,10,6,NA,0,NA
Auckland,25/11/2016,2016,11,25,68,64,60,66,60,54,100,88,72,29.95,29.8,29.71,6,6,2,22,9,NA,0,Rain
Auckland,26/11/2016,2016,11,26,71,63,55,57,54,50,94,75,53,29.77,29.73,29.68,6,6,6,25,9,NA,0,Rain
Auckland,27/11/2016,2016,11,27,69,63,57,57,53,48,94,72,60,29.74,29.68,29.62,6,6,6,29,18,40,0,Rain
Auckland,28/11/2016,2016,11,28,64,60,55,52,48,45,88,67,56,29.95,29.81,29.68,6,6,6,24,20,36,0,Rain
Auckland,29/11/2016,2016,11,29,64,60,57,55,51,46,88,73,59,29.98,29.96,29.92,6,6,6,18,14,NA,0,Rain
Auckland,30/11/2016,2016,11,30,68,62,57,54,52,50,88,68,56,29.98,29.95,29.89,6,6,6,16,9,NA,0,Rain
Auckland,1/12/2016,2016,12,1,69,60,51,59,56,50,100,80,64,29.98,29.95,29.92,6,6,6,15,6,NA,0,NA
Auckland,2/12/2016,2016,12,2,68,62,57,59,56,48,100,81,67,29.95,29.92,29.89,6,6,6,17,6,NA,0,Rain
Auckland,3/12/2016,2016,12,3,69,64,59,54,49,45,77,62,49,30.01,29.95,29.92,6,6,6,15,10,NA,0,NA
Auckland,4/12/2016,2016,12,4,68,64,59,57,53,50,82,71,59,30.06,30.03,30.01,6,6,6,14,10,NA,0,NA
Auckland,5/12/2016,2016,12,5,73,66,59,63,58,52,94,75,50,30.12,30.07,30.04,6,6,6,14,6,NA,0,NA
Auckland,6/12/2016,2016,12,6,77,68,59,61,58,54,100,75,47,30.15,30.12,30.09,6,6,6,13,5,NA,0,NA
Auckland,7/12/2016,2016,12,7,71,66,60,61,60,57,94,79,64,30.09,30.01,29.92,6,6,6,20,9,21,0,Rain
Auckland,8/12/2016,2016,12,8,66,63,60,66,62,57,100,93,83,29.92,29.82,29.77,6,6,2,16,8,NA,0,Rain
Auckland,9/12/2016,2016,12,9,77,68,60,63,61,59,100,81,57,29.89,29.86,29.8,6,6,6,14,5,NA,0,NA
Auckland,10/12/2016,2016,12,10,71,66,62,66,63,57,100,88,78,29.86,29.78,29.71,6,6,3,20,10,NA,0,Rain
Auckland,11/12/2016,2016,12,11,66,60,55,55,51,46,88,69,56,29.95,29.85,29.74,6,6,4,29,21,41,0,Rain
Auckland,12/12/2016,2016,12,12,66,60,55,57,52,46,94,72,56,29.98,29.92,29.89,6,6,3,28,19,NA,0,Rain
Auckland,13/12/2016,2016,12,13,66,60,55,52,48,41,77,62,52,30.06,30.03,29.98,6,6,6,24,17,NA,0,Rain
Auckland,14/12/2016,2016,12,14,66,62,59,59,53,46,88,72,63,30.06,30,29.98,6,6,6,24,16,NA,0,NA
Auckland,15/12/2016,2016,12,15,71,64,57,64,59,55,100,82,64,29.98,29.93,29.86,6,6,3,21,14,NA,0,Rain
Auckland,16/12/2016,2016,12,16,68,64,59,54,50,46,77,64,49,30.12,30.04,29.95,6,6,6,24,19,NA,0,NA
Auckland,17/12/2016,2016,12,17,68,64,57,54,52,50,82,68,56,30.15,30.14,30.12,6,6,6,16,12,NA,0,NA
Auckland,18/12/2016,2016,12,18,71,62,53,59,55,50,94,75,60,30.15,30.08,30.01,6,6,6,16,5,17,0,NA
Auckland,19/12/2016,2016,12,19,73,66,60,64,57,50,100,80,68,30.06,30,29.95,6,6,4,21,9,NA,0,Rain
Auckland,20/12/2016,2016,12,20,68,62,57,52,50,46,82,62,52,30.21,30.13,30.06,6,6,6,14,10,NA,0,NA
Auckland,21/12/2016,2016,12,21,75,63,51,61,56,50,94,72,47,30.18,30.12,30.04,6,6,6,15,6,20,0,NA
Auckland,22/12/2016,2016,12,22,77,68,60,63,60,59,94,77,54,30.06,29.88,29.71,6,6,4,15,7,NA,0,NA
Auckland,23/12/2016,2016,12,23,68,62,57,63,53,48,100,71,52,29.74,29.68,29.59,6,6,1,30,18,34,0,"Rain , Hail"
Auckland,24/12/2016,2016,12,24,68,62,55,55,52,48,88,70,56,29.95,29.83,29.74,6,6,6,28,20,32,0,Rain
Auckland,25/12/2016,2016,12,25,69,64,59,57,54,50,88,71,60,30.04,29.98,29.92,6,6,6,21,16,NA,0,Rain
Auckland,26/12/2016,2016,12,26,69,64,60,57,53,48,82,68,56,30.12,30.07,30.04,6,6,6,18,13,NA,0,NA
Auckland,27/12/2016,2016,12,27,68,64,59,57,55,52,88,74,56,30.12,30.08,30.04,6,6,6,17,9,NA,0,NA
Auckland,28/12/2016,2016,12,28,71,66,59,64,59,52,100,83,68,30.04,29.98,29.92,6,6,2,18,14,NA,0,Rain
Auckland,29/12/2016,2016,12,29,64,62,59,54,51,48,77,69,56,29.95,29.86,29.8,6,6,6,23,15,NA,0,Rain
Auckland,30/12/2016,2016,12,30,71,62,53,54,52,50,100,71,49,29.98,29.89,29.83,6,6,6,16,7,NA,0,NA
Auckland,31/12/2016,2016,12,31,71,62,53,59,54,52,94,71,53,29.98,29.96,29.92,6,6,6,12,5,NA,0,NA
Auckland,1/01/2017,2017,1,1,75,67,59,59,57,54,94,70,47,29.95,29.91,29.86,6,6,6,17,7,NA,0,NA
Auckland,2/01/2017,2017,1,2,75,68,62,68,63,59,94,85,65,29.89,29.84,29.83,6,6,4,16,10,NA,0,Rain
Auckland,3/01/2017,2017,1,3,77,72,66,68,65,59,100,86,61,29.89,29.84,29.77,6,6,2,22,11,30,0,Rain
Auckland,4/01/2017,2017,1,4,68,64,60,64,56,48,94,76,56,29.95,29.86,29.8,6,6,4,26,19,34,0,Rain
Auckland,5/01/2017,2017,1,5,68,62,57,50,45,39,77,55,40,30.09,30.03,29.95,6,6,5,26,18,NA,0,NA
Auckland,6/01/2017,2017,1,6,69,60,50,52,48,45,94,65,40,30.09,30.03,29.95,6,6,6,17,7,NA,0,NA
Auckland,7/01/2017,2017,1,7,69,64,59,54,50,46,68,60,49,29.98,29.9,29.86,6,6,6,20,14,NA,0,NA
Auckland,8/01/2017,2017,1,8,69,64,60,55,51,46,77,63,52,29.89,29.87,29.83,6,6,6,22,16,NA,0,NA
Auckland,9/01/2017,2017,1,9,73,68,62,59,55,50,88,68,57,29.98,29.93,29.89,6,6,6,24,17,NA,0,NA
Auckland,10/01/2017,2017,1,10,73,66,60,64,62,55,94,83,73,30.04,29.98,29.95,6,6,6,24,14,NA,0,Rain
Auckland,11/01/2017,2017,1,11,75,70,64,64,63,61,100,84,65,30.04,30,29.95,6,6,4,20,11,NA,0,Rain
Auckland,12/01/2017,2017,1,12,77,68,60,63,59,55,100,74,47,29.98,29.87,29.77,6,6,6,20,9,NA,0,NA
Auckland,13/01/2017,2017,1,13,73,66,60,64,59,54,100,75,53,29.86,29.79,29.74,6,6,4,18,13,NA,0,Rain
Auckland,14/01/2017,2017,1,14,73,66,60,61,56,54,88,68,50,29.92,29.86,29.8,6,6,6,15,10,NA,0,NA
Auckland,15/01/2017,2017,1,15,77,70,64,68,65,59,94,82,73,29.83,29.77,29.71,6,6,4,25,12,36,0,Rain
Auckland,16/01/2017,2017,1,16,71,66,62,61,55,50,88,68,49,30.01,29.92,29.83,6,6,6,21,15,NA,0,NA
Auckland,17/01/2017,2017,1,17,71,66,60,59,55,52,88,67,56,30.01,29.99,29.95,6,6,6,21,15,NA,0,NA
Auckland,18/01/2017,2017,1,18,73,68,62,63,59,55,88,75,60,29.95,29.85,29.71,6,6,6,20,13,NA,0,NA
Auckland,19/01/2017,2017,1,19,69,64,59,63,56,48,100,76,52,29.71,29.51,29.42,6,6,2,22,13,NA,0,Rain
Auckland,20/01/2017,2017,1,20,68,62,57,54,49,46,77,61,49,29.92,29.7,29.5,6,6,6,24,18,29,0,Rain
Auckland,21/01/2017,2017,1,21,71,61,51,61,54,48,100,75,50,29.95,29.84,29.53,6,6,2,47,12,62,0,"Rain , Hail"
Auckland,22/01/2017,2017,1,22,73,68,62,66,59,54,100,78,53,29.62,29.5,29.39,6,6,2,31,26,46,0,Rain
Auckland,23/01/2017,2017,1,23,69,64,59,55,53,48,88,67,49,29.95,29.75,29.62,6,6,4,28,23,NA,0,Rain
Auckland,24/01/2017,2017,1,24,71,66,60,57,54,52,77,67,53,30.06,30.03,29.98,6,6,6,20,13,NA,0,NA
Auckland,25/01/2017,2017,1,25,71,65,59,63,57,52,94,78,64,30.06,29.92,29.77,6,6,3,23,9,NA,0,Rain
Auckland,26/01/2017,2017,1,26,69,64,59,55,52,48,77,65,56,29.98,29.93,29.86,6,6,6,25,18,NA,0,NA
Auckland,27/01/2017,2017,1,27,69,64,60,55,53,50,77,66,53,30.04,29.98,29.95,6,6,6,18,12,NA,0,NA
Auckland,28/01/2017,2017,1,28,71,66,60,59,57,55,88,72,57,30.18,30.09,30.04,6,6,4,16,12,NA,0,NA
Auckland,29/01/2017,2017,1,29,73,64,55,63,57,54,100,79,64,30.18,30.13,30.09,6,6,6,18,7,NA,0,NA
Auckland,30/01/2017,2017,1,30,73,66,59,61,58,54,83,73,61,30.15,30.12,30.09,6,6,6,18,11,NA,0,NA
Auckland,31/01/2017,2017,1,31,75,70,64,63,61,59,94,79,57,30.15,30.12,30.06,6,6,6,13,7,NA,0,Rain
Auckland,1/02/2017,2017,2,1,75,68,60,63,59,57,100,76,57,30.12,30.08,30.06,6,6,6,16,8,NA,0,NA
Auckland,2/02/2017,2017,2,2,77,70,64,63,61,57,94,73,54,30.06,30.01,29.95,6,6,6,20,10,NA,0,Rain
Auckland,3/02/2017,2017,2,3,75,70,64,68,63,57,94,80,65,30.04,29.95,29.92,6,6,5,17,12,NA,0,Rain
Auckland,4/02/2017,2017,2,4,73,68,62,59,56,55,83,70,57,30.09,30.05,30.01,6,6,6,17,13,NA,0,NA
Auckland,5/02/2017,2017,2,5,75,68,62,61,59,57,88,74,57,30.12,30.09,30.06,6,6,6,16,12,NA,0,NA
Auckland,6/02/2017,2017,2,6,77,67,57,64,60,57,100,78,53,30.12,30.08,30.04,6,6,6,17,6,NA,0,NA
Auckland,7/02/2017,2017,2,7,80,73,66,68,65,63,88,79,58,30.09,30.04,30.01,6,6,6,20,9,NA,0,NA
Auckland,8/02/2017,2017,2,8,71,68,62,68,62,59,94,83,73,30.12,30.04,30.01,6,6,6,17,11,NA,0,Rain
Auckland,9/02/2017,2017,2,9,73,66,59,59,53,50,88,66,46,30.09,30.06,29.98,6,6,6,15,9,NA,0,Rain
